Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.397040292,-16.86617661,-1.274150391,7.660320282,18.5680338
3.407090292,-16.72546921,-0.660875702,7.647147675,18.40263417
3.417140292,-16.23823242,-0.602796478,7.677983551,17.97206129
3.427190292,-15.48514847,-0.701441345,7.231761475,17.10497638
3.437240292,-15.55984314,0.172291718,4.334985352,16.15334334
3.447290292,-14.53223007,0.123942261,1.303040314,14.59105845
3.457340292,-13.99155441,-0.744102631,-0.167801056,14.01233174
3.467391292,-13.46195572,-1.273252258,-0.833167419,13.54767844
3.477441292,-12.4124881,-1.691482544,-0.810714111,12.55341513
3.487491292,-11.27635071,-2.135010223,0.031284943,11.47673005
3.497541292,-10.46399002,-2.480641479,1.225651245,10.82362648
3.507591292,-10.33181488,-2.988235931,2.310595093,11.00067282
3.517641292,-10.50784882,-3.436403961,3.47861618,11.58984596
3.527691292,-10.54961197,-3.980971527,4.316274261,12.07363535
3.537741292,-10.28256729,-4.422702942,4.157454529,11.94051588
3.547791292,-9.886940002,-4.440216522,5.307213593,12.0678756
3.557841292,-9.60178299,-4.561314697,6.133495331,12.27271744
3.567892292,-9.60762085,-4.930896149,6.341412964,12.52332358
3.577942292,-8.708141327,-5.269941101,6.381080475,12.01341719
3.587992292,-7.790848846,-5.570366364,5.3004776,10.94629481
3.598042292,-6.956783295,-4.988376617,1.649719391,8.717930325
3.608092292,-7.063960419,-3.866609344,1.196312256,8.141336968
3.618142292,-7.603737946,-3.610641632,2.527793427,8.788816948
3.628192292,-7.672594757,-4.065096588,5.263953552,10.15396118
3.638242292,-9.198820953,-4.823569336,5.876330109,11.93383357
3.648293292,-10.40950333,-4.580325165,4.204756165,12.12506134
3.658343292,-11.79023209,-5.975124664,5.688470764,14.38994048
3.668393292,-11.59728333,-6.66953064,3.705244904,13.88194724
3.678443292,-9.38638092,-4.141886902,-0.717158661,10.2846337
3.688493292,-7.83844986,-1.392853546,-1.575773163,8.115688404
3.698543292,-9.852661285,-2.870430908,3.652554474,10.8929088
3.708593292,-10.7163652,-3.712579651,8.48660202,14.16496187
3.718643292,-9.461973724,-3.049159241,7.641609192,12.5387603
3.728693292,-8.614735565,-2.381697235,5.620063019,10.55799502
3.738743292,-8.115823059,-1.607357483,4.220024414,9.287560932
3.748794292,-6.950496368,-0.661324768,1.046623535,7.059898798
3.758844292,-6.001769257,0.385598145,-1.529369659,6.205553295
3.768894292,-3.519181824,1.095721436,-3.730093231,5.243933799
3.778944292,-0.348325653,2.356998596,-3.595523071,4.313300279
3.788994292,-2.980751495,1.429527283,-1.199755096,3.516793997
3.799044292,-6.023773499,-0.785865784,1.559606781,6.271826329
3.809094292,-6.813231812,-1.563947754,3.191363525,7.684455833
3.819144292,-5.751938782,-2.659818878,3.150348816,7.077014475
3.829194292,-4.856949921,-3.342998199,1.825603638,6.172392416
3.839245292,-3.615431671,-3.883673859,-0.116906891,5.307347363
3.849295292,-4.202061768,-4.738097076,-2.941383362,6.982737507
3.859345292,-5.52276535,-4.190535736,-4.580624542,8.309250752
3.869395292,-6.129304047,-2.640808411,-4.574337616,8.091155775
3.879445292,-7.150480499,-0.624201965,-3.883973236,8.16114254
3.889495292,-8.148155823,0.710722046,-4.061803436,9.132130983
3.899545292,-10.00354752,1.096918945,-2.935246124,10.48283663
3.909595292,-12.08152634,0.336799622,-1.529669037,12.18263518
3.919645292,-12.63073425,-1.356030121,-1.250200195,12.76468824
3.929696292,-12.18316498,-1.736239471,-0.496966553,12.31629052
3.939746292,-11.588302,-1.11862381,-1.585053864,11.74957268
3.949796292,-11.38607254,0.257165222,-2.72508316,11.71045943
3.959846292,-11.98452805,2.425705719,-0.819246368,12.25496329
3.969896292,-13.92060196,1.842368774,-0.764160919,14.06276728
3.979946292,-13.71627686,-1.676663361,-0.286354523,13.82134037
3.989996292,-11.77211975,-1.81243103,0.155825958,11.91184249
4.000046292,-11.30104935,-3.777544556,-1.216520233,11.97762417
4.010096292,-11.26033401,-4.279750214,-1.026565247,12.0898809
4.020146292,-11.2326416,-3.977528687,-1.197809143,11.9761312
4.030197292,-10.7774382,-3.760929108,-1.295705566,11.48810754
4.040247292,-9.851912842,-3.488944702,-0.87283493,10.4878388
4.050297292,-9.341324615,-4.797224121,-0.339643707,10.50661995
4.060347292,-8.110134888,-6.835834808,-0.050445099,10.60685958
4.070397292,-6.994504852,-7.266040192,-0.480500793,10.09699555
