Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.186752542,-0.102686462,-0.486188965,9.745035095,9.757696102
1.196804542,-0.019609222,-0.473615112,9.60178299,9.613476602
1.206856542,0.050145721,-0.441731415,9.642947388,9.653189916
1.216908542,0.059426422,-0.40954834,9.768236847,9.776999153
1.226960542,0.005388794,-0.369132385,9.836494904,9.843420124
1.237012542,0.032482452,-0.321082306,9.859846344,9.8651264
1.247064542,0.133971405,-0.277822266,9.87556366,9.880379099
1.257116542,0.121547241,-0.260608063,9.896370392,9.90054732
1.267168542,0.027393036,-0.240849152,9.864187317,9.867165252
1.277220542,0.005538483,-0.208366699,9.817334747,9.819547286
1.287272542,0.032332764,-0.188458099,9.801916809,9.803781668
1.297325542,0.07723938,-0.193697205,9.749376068,9.751605932
1.307377542,0.143252106,-0.186661835,9.74683136,9.749671039
1.317429542,0.216749268,-0.201031952,9.820178833,9.824627545
1.327481542,0.20941452,-0.196840668,9.954898682,9.959046563
1.337533542,0.135468292,-0.182320862,9.969418488,9.972005693
1.347585542,0.11466156,-0.185015259,9.891580353,9.893974924
1.357637542,0.139060822,-0.156873779,9.757608948,9.759860638
1.367689542,0.153880005,-0.172291718,9.715546417,9.718292323
1.377741542,0.144898682,-0.215851135,9.731114044,9.734586169
1.387793542,0.137863312,-0.263452148,9.747130737,9.751665034
1.397845542,0.146395569,-0.260009308,9.73740097,9.74197178
1.407897542,0.141455841,-0.294138336,9.722132721,9.727609766
1.417949542,0.145946503,-0.318836975,9.75147171,9.757774229
1.428001542,0.173938293,-0.31823822,9.818981323,9.825676787
1.438053542,0.175135803,-0.321231995,9.859996033,9.866781862
1.448105542,0.141755219,-0.325423279,9.889484711,9.895852803
1.458157542,0.080831909,-0.338895264,9.910441132,9.916563277
1.468209542,0.041463776,-0.323028259,9.943672028,9.949003965
1.478261542,-0.02454895,-0.316591644,9.933044128,9.938118463
1.488313542,-0.056432648,-0.325722656,9.838291168,9.843843406
1.498365542,-0.097597046,-0.331410828,9.711504822,9.717648081
1.508417542,-0.17318985,-0.349373474,9.624685364,9.632581425
1.518469542,-0.174986115,-0.350271606,9.614506531,9.622476093
1.528521542,-0.160915375,-0.352816315,9.682315521,9.690077758
1.538573542,-0.135468292,-0.371527405,9.707463226,9.715514735
1.548625542,-0.111218719,-0.373623047,9.70581665,9.713641986
1.558677542,-0.07604187,-0.379460907,9.68007019,9.687803251
1.568729542,-0.063617706,-0.388741608,9.714348907,9.722332125
1.578781542,-0.044307861,-0.38140686,9.790540466,9.798067003
1.588833542,-0.021854553,-0.402962036,9.850865021,9.859127633
1.598886542,-0.048050079,-0.41418869,9.906399536,9.915170843
1.608938542,-0.083376617,-0.3954776,9.885592804,9.89385159
1.618990542,-0.084125061,-0.373323669,9.833201752,9.840645521
1.629042542,-0.073347473,-0.362546082,9.767039337,9.774040972
1.639094542,-0.115110626,-0.357606354,9.715546417,9.722806948
1.649146542,-0.139060822,-0.355810089,9.707463226,9.71497715
1.659198542,-0.148940277,-0.354462891,9.713600464,9.721206773
1.669250542,-0.181871796,-0.340691528,9.702673187,9.710356072
1.679302542,-0.171692963,-0.332907715,9.711504822,9.718725838
1.689354542,-0.171692963,-0.366887054,9.718390503,9.726828802
1.699406542,-0.14280304,-0.366138611,9.787846069,9.795732789
1.709458542,-0.07140152,-0.365390167,9.823172607,9.830225238
1.719510542,-0.052241364,-0.3662883,9.877359924,9.884287296
1.729562542,-0.034129028,-0.358504486,9.965975647,9.972480176
1.739614542,-0.07140152,-0.345481567,9.970466309,9.976705574
1.749666542,-0.115559692,-0.325123901,9.920470276,9.926469165
1.759718542,-0.107027435,-0.312550049,9.910441132,9.915946038
1.769770542,-0.080981598,-0.284707947,9.904902649,9.909324554
1.779822542,-0.103584595,-0.267194366,9.892777863,9.896927626
